EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,AniosEstudioJefeHogar,TipoEmpleo,IngresoMensualHogar,AreaResidencia,TenenciaVivienda,MaterialParedes,AccesoAguaPotable,AccesoSaneamiento,AccesoElectricidad,Hacinamiento,PoseeActivos,Region,GastoMensualHogar,PobrezaMonetaria
61,Hombre,6,0.97,Español,Superior,6,Formal,6650.76,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,7401.22,0
69,Mujer,2,1.09,Español,Primaria,11,Informal,8261.34,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,8803.26,0
78,Mujer,9,0.27,Quechua,Primaria,2,Informal,1979.52,Urbana,Alquilada,Adobe,1,0,1,1,1,Costa,1714.13,1
55,Hombre,8,3.77,Otra,Secundaria,16,Informal,7233.87,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Selva,8265.38,0
49,Mujer,4,3.12,Español,Secundaria,6,Informal,8827.98,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Costa,7652.34,0
79,Hombre,11,4.0,Español,Primaria,16,Informal,4105.59,Urbana,Propia,Adobe,1,1,1,0,1,Costa,4045.47,1
41,Hombre,10,3.38,Español,Primaria,8,Formal,5609.85,Rural,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Sierra,5426.8,1
30,Mujer,3,1.9,Español,Superior,20,Informal,6994.86,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,7804.83,0
68,Hombre,8,1.14,Español,Secundaria,6,Informal,15425.49,Urbana,Propia,Madera/Esteras,0,0,1,1,0,Sierra,16126.12,0
24,Hombre,1,4.45,Español,Superior,5,Desempleado,8388.24,Rural,Cedida,Madera/Esteras,1,1,1,1,1,Sierra,7897.73,1
73,Hombre,6,0.86,Otra,Primaria,13,Informal,13605.18,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,14926.29,0
27,Mujer,1,4.0,Español,Primaria,6,Informal,2199.12,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,1,Costa,2293.65,0
41,Hombre,11,3.35,Español,Secundaria,2,Informal,2069.46,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,1828.6,1
23,Mujer,1,3.16,Español,Secundaria,6,Formal,8353.59,Rural,Propia,Adobe,0,1,1,1,0,Sierra,9265.4,1
20,Hombre,7,3.56,Español,Secundaria,0,Informal,1127.91,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,893.63,1
31,Mujer,9,0.1,Español,Secundaria,16,Formal,5191.92,Urbana,Alquilada,Adobe,0,1,1,0,1,Sierra,6117.42,0
21,Mujer,3,4.41,Español,Ninguno,0,Informal,18548.97,Rural,Propia,Madera/Esteras,1,1,1,0,1,Costa,13110.76,0
59,Mujer,9,4.09,Español,Primaria,0,Desempleado,8528.28,Urbana,Alquilada,Adobe,1,0,1,1,1,Costa,7845.0,0
46,Hombre,6,3.43,Español,Secundaria,8,Formal,5552.64,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,4569.75,0
67,Hombre,1,2.47,Español,Secundaria,4,Informal,23449.739999999998,Urbana,Alquilada,Ladrillo/Cemento,1,0,0,0,0,Sierra,18370.64,0
42,Mujer,2,4.78,Español,Primaria,15,Formal,9432.18,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Sierra,7563.89,1
30,Hombre,11,3.0,Español,Primaria,7,Desempleado,8136.299999999999,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,7749.54,1
19,Hombre,4,4.5,Español,Superior,9,Formal,1178.52,Rural,Propia,Madera/Esteras,0,1,1,1,1,Sierra,1016.15,0
37,Hombre,11,0.9,Español,Secundaria,9,Formal,3067.2599999999998,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Selva,3017.51,1
69,Mujer,9,4.04,Español,Secundaria,14,Informal,4609.08,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,3593.89,1
61,Hombre,3,0.43,Quechua,Secundaria,18,Informal,24107.52,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,26672.61,0
59,Hombre,3,3.84,Español,Superior,18,Desempleado,5351.4,Urbana,Alquilada,Adobe,1,1,1,1,1,Costa,4673.45,0
40,Mujer,10,4.99,Quechua,Secundaria,6,Informal,1586.8200000000002,Rural,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,1627.83,1
77,Hombre,3,0.26,Español,Primaria,21,Formal,574.02,Urbana,Propia,Madera/Esteras,1,0,1,0,0,Sierra,613.48,1
28,Hombre,1,4.51,Español,Secundaria,16,Informal,21734.79,Urbana,Propia,Madera/Esteras,1,0,1,1,1,Selva,18953.94,0
19,Hombre,11,4.07,Quechua,Ninguno,21,Informal,5348.16,Urbana,Propia,Adobe,1,0,1,1,0,Costa,3812.65,0
29,Hombre,10,4.21,Español,Primaria,13,Formal,5412.450000000001,Urbana,Propia,Adobe,1,1,1,1,1,Sierra,6031.59,1
37,Hombre,10,4.27,Español,Primaria,16,Formal,5101.200000000001,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,5246.66,1
50,Mujer,8,4.68,Español,Secundaria,1,Informal,3811.3500000000004,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,3992.86,1
24,Mujer,10,2.75,Español,Ninguno,3,Informal,19595.13,Rural,Propia,Madera/Esteras,0,1,0,0,0,Costa,21521.66,0
43,Hombre,1,4.3,Quechua,Superior,8,Informal,2275.2599999999998,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Sierra,2157.22,1
35,Mujer,3,2.35,Español,Primaria,6,Informal,2148.06,Urbana,Cedida,Adobe,0,1,1,1,0,Selva,2156.38,1
79,Mujer,8,0.39,Otra,Primaria,1,Desempleado,418.16999999999996,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,323.49,1
70,Mujer,7,1.21,Español,Primaria,18,Formal,6789.39,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Selva,5372.1,0
58,Hombre,6,1.69,Quechua,Secundaria,13,Formal,5669.64,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,5439.34,0
66,Hombre,10,1.99,Español,Secundaria,15,Formal,1511.07,Urbana,Cedida,Adobe,1,1,1,1,0,Selva,1479.9,1
62,Mujer,2,4.64,Español,Primaria,13,Formal,5765.88,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,5193.0,1
65,Hombre,8,1.69,Español,Secundaria,21,Formal,2631.09,Urbana,Alquilada,Madera/Esteras,1,0,1,0,1,Sierra,2746.34,0
73,Hombre,1,2.06,Español,Secundaria,5,Informal,6429.8099999999995,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Sierra,6887.08,0
36,Hombre,10,3.0,Quechua,Secundaria,2,Informal,7912.710000000001,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Costa,8118.76,1
44,Hombre,4,1.97,Español,Secundaria,6,Desempleado,1623.3600000000001,Rural,Propia,Madera/Esteras,0,1,1,0,1,Sierra,1880.77,1
63,Hombre,1,2.35,Otra,Secundaria,15,Formal,3427.29,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,2513.59,1
35,Hombre,9,1.3,Español,Primaria,6,Informal,3314.82,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Costa,3719.51,1
33,Hombre,5,4.85,Español,Primaria,16,Desempleado,4751.37,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,5671.16,1
23,Hombre,11,1.76,Español,Secundaria,6,Informal,2754.54,Rural,Propia,Adobe,0,1,1,1,0,Selva,2412.38,1
68,Hombre,4,2.1,Español,Primaria,0,Formal,3039.1499999999996,Urbana,Propia,Adobe,1,0,1,1,0,Costa,3319.31,1
40,Mujer,2,4.92,Español,Primaria,16,Informal,3438.3599999999997,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Selva,3858.05,0
52,Hombre,9,2.55,Español,Primaria,4,Desempleado,3805.5299999999997,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,3216.85,1
41,Mujer,1,4.71,Quechua,Secundaria,10,Informal,2483.64,Rural,Cedida,Adobe,0,0,1,1,1,Costa,2608.38,1
59,Hombre,3,1.25,Español,Primaria,8,Informal,1496.6999999999998,Rural,Alquilada,Adobe,0,1,1,1,0,Sierra,1116.51,1
45,Mujer,3,4.03,Quechua,Superior,3,Formal,2655.09,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Costa,2959.55,1
62,Mujer,9,3.74,Español,Ninguno,4,Informal,2815.41,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,2395.61,1
62,Mujer,8,0.29,Español,Primaria,13,Formal,4432.68,Urbana,Propia,Adobe,1,1,1,0,0,Sierra,4150.65,1
37,Mujer,5,4.86,Español,Primaria,1,Formal,1377.3600000000001,Rural,Alquilada,Adobe,1,1,1,1,1,Sierra,1491.73,1
58,Hombre,3,0.02,Quechua,Primaria,14,Informal,8095.77,Rural,Propia,Adobe,1,1,1,1,1,Costa,6613.54,0
51,Mujer,1,0.41,Español,Secundaria,2,Informal,1222.17,Urbana,Cedida,Madera/Esteras,0,0,0,0,1,Selva,1207.9,1
48,Mujer,8,1.44,Español,Primaria,15,Formal,5777.97,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,0,Selva,5496.31,0
70,Hombre,11,3.34,Español,Secundaria,3,Formal,1545.66,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,1810.62,1
48,Mujer,7,3.78,Español,Primaria,9,Formal,18629.4,Rural,Cedida,Adobe,1,1,1,0,0,Costa,15263.5,0
40,Mujer,1,0.39,Español,Primaria,15,Formal,2072.25,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,1921.62,1
36,Mujer,7,4.93,Español,Primaria,3,Informal,13297.380000000001,Rural,Alquilada,Adobe,1,0,1,0,1,Costa,15533.81,0
48,Hombre,8,3.41,Español,Secundaria,4,Formal,1647.3000000000002,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,1691.01,1
70,Hombre,1,4.67,Español,Ninguno,3,Formal,5163.57,Rural,Propia,Adobe,1,1,0,0,0,Costa,4562.93,0
49,Mujer,11,0.87,Quechua,Primaria,4,Formal,7011.36,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,7020.49,1
70,Hombre,7,3.25,Español,Secundaria,11,Informal,678.42,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Costa,573.24,1
69,Hombre,3,0.12,Español,Ninguno,12,Informal,4947.78,Urbana,Propia,Madera/Esteras,1,0,1,1,1,Selva,5793.15,0
28,Hombre,1,3.96,Quechua,Ninguno,0,Formal,8434.5,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Selva,9138.97,0
23,Mujer,5,2.22,Español,Secundaria,18,Formal,7866.33,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Sierra,5993.8,0
55,Hombre,8,3.06,Español,Primaria,1,Informal,6560.789999999999,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Costa,5114.46,1
25,Mujer,10,2.16,Español,Primaria,15,Formal,4126.5,Urbana,Propia,Adobe,1,1,1,1,1,Selva,4665.09,1
55,Mujer,10,2.86,Español,Ninguno,17,Informal,2233.41,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Selva,1755.09,1
77,Hombre,4,2.66,Español,Secundaria,9,Informal,5294.46,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,1,Sierra,4834.64,0
36,Mujer,7,4.89,Español,Secundaria,7,Formal,6455.37,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,5230.84,1
25,Hombre,4,0.61,Español,Secundaria,9,Informal,3418.44,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,3371.33,1
65,Hombre,9,0.83,Español,Primaria,2,Informal,3515.49,Rural,Cedida,Ladrillo/Cemento,0,0,1,0,1,Sierra,2806.14,0
48,Hombre,11,2.18,Español,Superior,7,Formal,3342.75,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,3131.61,1
29,Hombre,7,0.37,Español,Secundaria,13,Formal,7133.9400000000005,Urbana,Alquilada,Madera/Esteras,1,1,1,1,0,Costa,8000.55,0
60,Hombre,7,0.12,Español,Secundaria,1,Formal,9959.28,Rural,Propia,Adobe,1,1,1,0,0,Selva,11090.1,0
29,Hombre,2,3.27,Español,Secundaria,17,Formal,2397.81,Urbana,Alquilada,Adobe,1,1,1,1,0,Costa,2070.66,1
39,Mujer,5,2.92,Quechua,Primaria,21,Informal,2124.7799999999997,Rural,Cedida,Adobe,1,1,1,0,1,Costa,1943.39,1
34,Mujer,10,3.37,Español,Superior,17,Formal,2770.4700000000003,Rural,Alquilada,Adobe,1,0,1,0,0,Costa,3051.13,1
57,Mujer,2,1.87,Español,Secundaria,15,Formal,3555.81,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Sierra,3968.18,1
71,Hombre,10,2.24,Quechua,Primaria,2,Informal,6527.91,Urbana,Propia,Madera/Esteras,1,1,1,1,0,Sierra,6116.17,0
62,Hombre,11,4.82,Español,Primaria,1,Informal,9733.98,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,7262.62,1
39,Mujer,1,0.98,Español,Ninguno,6,Informal,2320.17,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,2182.17,1
76,Hombre,6,3.22,Español,Superior,6,Informal,3509.25,Urbana,Alquilada,Madera/Esteras,0,1,1,0,1,Sierra,3325.58,1
37,Hombre,5,4.34,Español,Secundaria,6,Informal,3290.7300000000005,Urbana,Alquilada,Adobe,0,0,1,0,0,Costa,2673.7,1
64,Hombre,6,3.55,Español,Secundaria,6,Formal,5171.01,Rural,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Sierra,4920.39,1
33,Hombre,11,2.8,Español,Secundaria,15,Informal,10218.48,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,0,Selva,8215.46,0
53,Mujer,2,2.76,Español,Primaria,0,Formal,4542.6,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,3273.0,0
65,Hombre,5,1.36,Español,Primaria,15,Formal,5845.65,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,5801.2,0
28,Hombre,3,4.48,Quechua,Primaria,19,Desempleado,3405.24,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,2680.44,1
78,Mujer,5,1.27,Quechua,Ninguno,3,Formal,1057.77,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,870.8,1
75,Hombre,1,3.39,Español,Superior,18,Formal,3090.42,Urbana,Propia,Adobe,1,1,1,0,0,Selva,2416.7,1
49,Mujer,8,1.62,Español,Superior,1,Informal,8132.07,Urbana,Propia,Adobe,1,1,1,0,1,Costa,7757.39,0
54,Hombre,9,0.49,Español,Primaria,5,Informal,1822.83,Rural,Alquilada,Madera/Esteras,1,1,0,1,0,Selva,2064.99,1
54,Hombre,5,2.49,Español,Primaria,3,Informal,14960.82,Rural,Alquilada,Adobe,1,1,1,0,1,Costa,16879.43,0
51,Hombre,2,0.22,Español,Secundaria,19,Informal,3650.16,Urbana,Cedida,Ladrillo/Cemento,1,0,0,1,0,Costa,3269.35,1
48,Mujer,8,1.3,Español,Secundaria,11,Informal,1154.79,Urbana,Propia,Adobe,1,1,1,0,0,Costa,953.96,1
48,Hombre,7,3.84,Quechua,Primaria,10,Formal,11595.39,Urbana,Propia,Madera/Esteras,1,1,1,1,1,Costa,10350.96,0
40,Hombre,4,1.48,Español,Primaria,3,Informal,4181.91,Rural,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Costa,4948.43,1
33,Hombre,8,1.09,Español,Primaria,21,Formal,11409.24,Urbana,Propia,Adobe,1,1,1,0,1,Costa,9770.24,0
35,Hombre,5,0.14,Español,Secundaria,18,Informal,3447.93,Rural,Alquilada,Madera/Esteras,1,1,1,0,1,Costa,3947.09,0
41,Hombre,2,1.27,Español,Primaria,16,Formal,9874.44,Rural,Alquilada,Adobe,0,0,1,1,0,Costa,9361.36,0
72,Mujer,10,4.42,Español,Ninguno,2,Formal,2803.5299999999997,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,3031.91,1
64,Mujer,6,4.38,Español,Superior,6,Formal,8342.31,Urbana,Propia,Madera/Esteras,1,1,1,1,1,Costa,6345.72,0
39,Mujer,5,3.22,Español,Primaria,9,Informal,8351.849999999999,Urbana,Cedida,Ladrillo/Cemento,0,1,1,0,0,Sierra,6908.39,0
67,Hombre,7,1.13,Español,Secundaria,8,Formal,5242.200000000001,Urbana,Propia,Adobe,1,1,1,1,0,Costa,5074.03,1
75,Hombre,10,0.84,Español,Superior,5,Desempleado,10407.51,Urbana,Propia,Adobe,1,1,1,1,1,Sierra,8327.09,0
78,Hombre,3,0.07,Español,Primaria,2,Formal,3671.91,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,3722.23,1
46,Mujer,2,4.46,Español,Secundaria,14,Formal,8554.41,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Selva,9441.61,0
43,Hombre,10,4.73,Quechua,Primaria,6,Desempleado,7600.049999999999,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Sierra,7302.31,0
73,Hombre,10,3.07,Español,Secundaria,9,Desempleado,21008.25,Urbana,Propia,Madera/Esteras,0,1,1,0,1,Selva,18247.62,0
28,Hombre,3,1.05,Español,Secundaria,18,Informal,8659.83,Rural,Propia,Ladrillo/Cemento,0,1,1,0,0,Sierra,8303.63,0
78,Hombre,7,0.8,Español,Ninguno,7,Informal,7597.23,Urbana,Propia,Ladrillo/Cemento,1,0,0,1,0,Selva,6429.46,1
58,Hombre,6,3.52,Español,Primaria,0,Informal,11827.59,Urbana,Propia,Madera/Esteras,0,1,1,0,1,Sierra,12739.56,0
75,Mujer,10,0.26,Español,Secundaria,3,Informal,2416.44,Urbana,Cedida,Adobe,0,1,1,0,0,Costa,2436.95,1
47,Hombre,3,1.3,Español,Ninguno,1,Informal,14024.91,Urbana,Propia,Madera/Esteras,1,0,1,1,0,Sierra,13025.25,0
54,Mujer,4,1.48,Español,Primaria,14,Informal,5205.96,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,1,0,Costa,4173.71,1
58,Hombre,6,2.11,Español,Secundaria,21,Informal,6469.200000000001,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Sierra,6758.88,1
31,Hombre,2,0.93,Español,Secundaria,0,Informal,9349.02,Rural,Cedida,Ladrillo/Cemento,1,1,1,1,0,Costa,7329.51,1
25,Hombre,7,3.78,Español,Ninguno,0,Informal,3645.69,Urbana,Alquilada,Madera/Esteras,0,1,1,1,1,Costa,3757.23,1
31,Hombre,7,4.24,Español,Secundaria,19,Informal,5530.5599999999995,Urbana,Alquilada,Adobe,1,1,0,0,1,Selva,4082.0,0
54,Hombre,9,0.57,Español,Primaria,18,Informal,4254.6,Urbana,Alquilada,Madera/Esteras,1,0,0,1,1,Costa,3872.11,1
74,Mujer,5,3.79,Quechua,Superior,9,Informal,2199.39,Rural,Propia,Adobe,0,1,0,1,0,Selva,2462.53,1
47,Hombre,8,4.42,Español,Primaria,8,Formal,15359.189999999999,Urbana,Alquilada,Adobe,0,1,1,0,0,Costa,11519.31,0
30,Hombre,4,4.7,Español,Secundaria,6,Informal,4143.54,Rural,Propia,Madera/Esteras,1,1,1,1,1,Costa,4930.26,1
57,Mujer,10,0.31,Quechua,Primaria,9,Desempleado,3720.3900000000003,Urbana,Alquilada,Adobe,1,1,1,1,0,Sierra,3676.74,1
29,Hombre,8,3.96,Español,Ninguno,7,Formal,10314.869999999999,Urbana,Propia,Madera/Esteras,1,0,1,0,0,Costa,10574.96,0
57,Hombre,2,2.0,Español,Ninguno,18,Informal,1850.04,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,1312.55,0
76,Hombre,6,2.01,Aymara,Secundaria,11,Informal,4437.0599999999995,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,4000.12,1
48,Hombre,9,1.35,Español,Primaria,16,Informal,2359.02,Urbana,Propia,Adobe,1,1,1,0,1,Sierra,1790.21,1
40,Mujer,4,4.82,Español,Primaria,0,Informal,7367.34,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,7040.31,1
44,Hombre,4,0.83,Español,Secundaria,7,Formal,12598.5,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,8941.68,0
49,Hombre,6,1.27,Español,Ninguno,9,Desempleado,50409.509999999995,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,58893.88,0
20,Hombre,6,1.55,Quechua,Secundaria,0,Informal,7243.59,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Selva,6582.7,0
28,Hombre,8,2.77,Español,Primaria,8,Informal,4523.4,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Sierra,4882.88,1
51,Mujer,6,3.71,Español,Secundaria,19,Formal,4267.08,Urbana,Propia,Adobe,1,1,1,0,1,Sierra,4500.61,0
68,Hombre,11,3.6,Español,Primaria,1,Informal,6413.1900000000005,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,6254.24,1
67,Hombre,5,4.5,Español,Primaria,0,Informal,1858.47,Urbana,Propia,Adobe,0,1,1,0,1,Costa,1486.53,1
27,Hombre,11,0.31,Español,Secundaria,8,Formal,5309.97,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,3914.57,0
55,Hombre,4,3.69,Español,Secundaria,6,Desempleado,8392.74,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Costa,6888.62,0
60,Hombre,10,4.83,Español,Superior,15,Formal,12078.93,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,10546.01,0
58,Hombre,1,3.0,Español,Primaria,7,Formal,2767.95,Urbana,Alquilada,Adobe,0,1,1,0,0,Costa,2083.34,0
30,Hombre,8,3.66,Quechua,Primaria,19,Desempleado,2975.79,Rural,Alquilada,Adobe,1,0,1,0,1,Sierra,2171.21,0
70,Hombre,5,0.4,Español,Primaria,12,Informal,3886.2000000000003,Urbana,Alquilada,Madera/Esteras,0,1,1,0,1,Sierra,3627.67,1
26,Hombre,6,3.43,Español,Ninguno,6,Desempleado,3863.25,Rural,Alquilada,Madera/Esteras,1,0,1,0,0,Selva,3573.23,1
25,Hombre,11,4.8,Español,Primaria,16,Formal,6477.6900000000005,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,4683.89,0
56,Hombre,5,0.5,Español,Secundaria,19,Informal,2041.98,Urbana,Cedida,Adobe,1,1,0,1,1,Costa,1526.54,1
53,Hombre,8,0.29,Español,Primaria,14,Formal,2074.14,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,0,Costa,1669.4,1
51,Hombre,3,3.29,Español,Primaria,2,Informal,3118.08,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,3400.92,0
46,Hombre,2,3.2,Español,Superior,13,Informal,2226.93,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,1625.35,1
39,Hombre,7,0.9,Español,Secundaria,7,Informal,6262.200000000001,Urbana,Cedida,Adobe,1,1,1,0,0,Selva,7232.89,1
46,Mujer,8,4.52,Español,Secundaria,17,Informal,3672.33,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Costa,4382.04,1
78,Hombre,2,2.54,Español,Primaria,9,Informal,818.61,Rural,Alquilada,Adobe,0,1,1,1,0,Sierra,811.91,1
62,Hombre,5,0.48,Español,Secundaria,6,Formal,3237.7799999999997,Urbana,Propia,Adobe,1,1,1,1,1,Sierra,3773.61,1
50,Mujer,4,4.62,Español,Ninguno,10,Informal,3818.91,Urbana,Cedida,Ladrillo/Cemento,1,0,0,1,1,Costa,3777.13,1
46,Hombre,11,1.92,Español,Ninguno,9,Informal,6303.36,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,7004.89,1
45,Mujer,4,2.09,Español,Secundaria,7,Formal,3552.84,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,2995.18,1
55,Mujer,5,0.54,Español,Primaria,12,Formal,1042.98,Urbana,Alquilada,Ladrillo/Cemento,1,0,0,0,1,Selva,760.51,1
56,Hombre,1,4.9,Quechua,Secundaria,15,Formal,3271.68,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Costa,3636.71,0
72,Hombre,7,4.13,Español,Primaria,21,Formal,9729.45,Rural,Propia,Adobe,0,1,1,0,0,Sierra,6950.08,0
18,Hombre,4,4.98,Español,Primaria,17,Formal,7054.89,Urbana,Cedida,Adobe,1,1,1,0,0,Sierra,5788.26,0
30,Hombre,9,1.98,Español,Secundaria,13,Desempleado,7076.13,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,1,1,Sierra,7445.32,0
61,Hombre,10,0.26,Español,Primaria,16,Formal,7461.36,Urbana,Alquilada,Adobe,1,1,1,0,1,Costa,7774.22,0
26,Hombre,2,1.25,Quechua,Ninguno,11,Informal,5573.549999999999,Urbana,Propia,Adobe,0,1,1,1,0,Sierra,5512.47,0
55,Hombre,2,2.21,Quechua,Secundaria,3,Informal,2706.3,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Selva,2116.49,1
49,Hombre,10,2.28,Quechua,Ninguno,3,Formal,6248.13,Urbana,Cedida,Ladrillo/Cemento,1,0,1,1,1,Costa,5757.98,1
53,Hombre,4,1.8,Quechua,Ninguno,5,Informal,10300.26,Urbana,Cedida,Ladrillo/Cemento,1,1,0,0,0,Costa,11546.3,0
29,Hombre,8,2.33,Quechua,Secundaria,2,Informal,8596.289999999999,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,9169.01,0
71,Hombre,11,2.92,Español,Primaria,1,Formal,10632.27,Urbana,Cedida,Adobe,0,1,1,0,1,Costa,11080.64,0
60,Hombre,5,2.51,Español,Secundaria,20,Informal,1259.43,Urbana,Propia,Adobe,1,1,1,1,0,Costa,1036.69,1
21,Hombre,11,1.97,Español,Primaria,14,Formal,3141.69,Urbana,Alquilada,Adobe,0,1,1,0,1,Costa,2280.68,1
64,Hombre,3,1.46,Español,Ninguno,19,Formal,7576.17,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Selva,6524.78,0
28,Hombre,9,4.37,Español,Primaria,14,Formal,2215.5299999999997,Urbana,Propia,Adobe,1,0,1,0,0,Costa,1922.81,1
37,Hombre,11,1.64,Español,Primaria,4,Formal,13594.079999999998,Urbana,Propia,Adobe,1,1,1,1,1,Costa,13496.28,1
28,Hombre,4,1.28,Español,Secundaria,21,Informal,27390.899999999998,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,19746.66,0
46,Hombre,1,0.29,Español,Primaria,9,Informal,2700.39,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,2275.88,1
48,Mujer,3,0.67,Español,Secundaria,11,Informal,17469.510000000002,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,14571.65,0
69,Hombre,11,1.97,Español,Secundaria,14,Informal,1814.0700000000002,Urbana,Propia,Adobe,0,0,1,1,0,Selva,1310.48,0
59,Mujer,11,1.38,Español,Primaria,10,Informal,12709.439999999999,Rural,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Costa,13537.06,1
56,Mujer,4,2.13,Quechua,Primaria,13,Formal,10254.900000000001,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,8616.13,0
