EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,AniosEstudioJefeHogar,TipoEmpleo,IngresoMensualHogar,GastoMensualHogar,AreaResidencia,TenenciaVivienda,MaterialParedes,AccesoAguaPotable,AccesoSaneamiento,AccesoElectricidad,Hacinamiento,PoseeActivos,Region,PobrezaMonetaria
72,Hombre,7,2.6,Español,Secundaria,17,Informal,1581.5700000000002,1411.48,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
41,Hombre,3,0.93,Español,Superior,8,Informal,8268.48,7038.92,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Selva,1
42,Mujer,5,2.08,Español,Secundaria,20,Formal,1703.04,1372.35,Urbana,Propia,Adobe,1,1,1,0,0,Sierra,0
50,Hombre,1,1.15,Español,Superior,6,Formal,3055.7400000000002,3502.36,Urbana,Alquilada,Adobe,0,0,0,0,1,Costa,0
42,Hombre,8,2.87,Español,Ninguno,10,Informal,4772.549999999999,5403.44,Urbana,Alquilada,Adobe,1,1,1,0,1,Costa,1
28,Hombre,7,0.67,Español,Ninguno,16,Informal,12522.27,12067.11,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Sierra,1
58,Hombre,3,0.49,Español,Primaria,11,Informal,7463.700000000001,7261.82,Rural,Propia,Ladrillo/Cemento,0,1,1,0,1,Sierra,1
61,Mujer,7,2.15,Español,Secundaria,1,Informal,11057.7,8488.08,Urbana,Propia,Adobe,1,1,1,1,0,Sierra,1
55,Hombre,2,2.07,Español,Superior,6,Desempleado,3163.8599999999997,3571.23,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,1
22,Hombre,9,2.98,Español,Secundaria,3,Informal,3375.18,4028.75,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,1
19,Hombre,3,0.63,Español,Secundaria,20,Formal,61212.66,46658.51,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
45,Hombre,6,2.49,Español,Ninguno,21,Informal,3405.7200000000003,4046.19,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Costa,0
27,Mujer,6,1.13,Quechua,Primaria,17,Formal,20168.1,17454.75,Rural,Cedida,Madera/Esteras,1,1,1,1,1,Selva,1
18,Hombre,3,0.19,Español,Secundaria,13,Formal,2586.18,2477.6,Urbana,Propia,Madera/Esteras,0,1,1,0,1,Selva,0
46,Hombre,2,2.56,Español,Secundaria,6,Informal,8987.67,6932.88,Urbana,Propia,Adobe,0,1,1,0,0,Sierra,0
52,Mujer,6,0.15,Español,Superior,9,Informal,8484.93,7932.94,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
27,Hombre,3,0.12,Español,Superior,7,Formal,4975.35,4867.37,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Costa,0
65,Hombre,6,0.97,Español,Secundaria,4,Formal,4272.93,4317.35,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
27,Mujer,3,2.04,Aymara,Primaria,7,Informal,2159.2200000000003,2241.24,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Costa,0
69,Hombre,9,2.3,Español,Superior,17,Informal,3859.0499999999997,3380.67,Rural,Alquilada,Ladrillo/Cemento,1,0,1,1,0,Selva,0
72,Hombre,5,1.49,Español,Primaria,21,Informal,5109.66,5495.99,Rural,Alquilada,Ladrillo/Cemento,1,1,0,1,1,Costa,1
58,Hombre,6,1.06,Español,Secundaria,9,Informal,4569.09,4818.53,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
52,Hombre,3,1.8,Español,Secundaria,5,Informal,1604.0700000000002,1376.57,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,1,0,Costa,0
73,Mujer,7,0.07,Español,Superior,16,Informal,5503.71,4286.67,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,0
43,Hombre,9,0.28,Español,Primaria,4,Informal,7306.799999999999,6551.93,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Selva,0
58,Hombre,5,2.11,Español,Secundaria,15,Formal,9450.45,8273.47,Urbana,Propia,Madera/Esteras,1,0,1,0,0,Selva,1
50,Mujer,3,0.32,Español,Secundaria,16,Informal,816.9000000000001,646.54,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,0
64,Hombre,6,0.45,Español,Primaria,6,Informal,2298.63,1956.53,Urbana,Cedida,Ladrillo/Cemento,0,1,1,0,0,Sierra,1
45,Hombre,4,1.1,Quechua,Primaria,17,Informal,13032.119999999999,11652.87,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,0
19,Hombre,5,2.58,Español,Secundaria,16,Formal,3964.5299999999997,3026.21,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Selva,0
26,Mujer,3,2.42,Español,Secundaria,14,Desempleado,988.56,904.27,Urbana,Propia,Adobe,0,1,1,0,1,Sierra,1
30,Mujer,8,2.74,Español,Ninguno,9,Desempleado,11119.44,10568.35,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
55,Hombre,6,1.11,Español,Secundaria,14,Formal,4307.7300000000005,4332.18,Rural,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,1
58,Mujer,4,1.5,Español,Secundaria,13,Informal,814.8000000000001,707.87,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,0
41,Hombre,5,2.79,Español,Secundaria,18,Informal,3015.06,3588.76,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Sierra,1
77,Hombre,3,1.87,Español,Primaria,8,Informal,7126.83,5537.59,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Selva,0
69,Hombre,9,2.97,Español,Secundaria,19,Informal,5613.18,6245.73,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
76,Hombre,3,1.64,Español,Primaria,0,Informal,2814.1499999999996,2201.89,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,1
50,Mujer,1,2.76,Español,Secundaria,17,Formal,4786.53,4123.18,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
67,Hombre,2,1.34,Español,Secundaria,16,Formal,17277.0,19078.69,Rural,Propia,Ladrillo/Cemento,0,1,1,0,0,Sierra,0
26,Hombre,4,1.98,Español,Secundaria,17,Informal,10162.77,9674.55,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,0,Costa,0
78,Hombre,2,2.58,Quechua,Primaria,10,Formal,6681.66,5999.22,Rural,Propia,Adobe,0,1,1,0,1,Sierra,1
20,Mujer,1,1.47,Español,Primaria,1,Informal,6461.280000000001,6982.3,Urbana,Propia,Ladrillo/Cemento,0,1,0,0,1,Costa,0
62,Hombre,5,1.48,Español,Primaria,12,Informal,1303.53,1374.46,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,1
52,Hombre,3,0.33,Español,Superior,13,Formal,2071.44,1896.45,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
66,Mujer,5,0.23,Español,Primaria,17,Informal,1606.38,1371.46,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
25,Hombre,1,1.03,Quechua,Primaria,17,Informal,7004.16,5800.96,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Sierra,1
34,Hombre,3,1.74,Español,Primaria,11,Informal,2516.7,2871.63,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,0,Costa,1
32,Hombre,3,2.19,Español,Secundaria,15,Formal,7912.32,7019.3,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,1
38,Hombre,2,0.72,Español,Primaria,17,Informal,14731.079999999998,14304.87,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,1,1,Costa,0
76,Mujer,3,1.86,Español,Primaria,6,Formal,21757.86,19283.32,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,0
74,Hombre,1,1.61,Español,Secundaria,4,Informal,8883.03,7668.47,Urbana,Alquilada,Adobe,1,1,1,1,1,Costa,0
31,Hombre,4,0.65,Español,Primaria,10,Informal,3128.7000000000003,3428.31,Urbana,Propia,Adobe,1,1,1,1,0,Selva,0
65,Hombre,7,2.42,Español,Secundaria,20,Informal,4655.79,5395.99,Rural,Cedida,Adobe,1,0,1,0,0,Costa,0
21,Mujer,3,1.4,Español,Secundaria,14,Formal,2164.56,1601.59,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Costa,0
67,Hombre,7,1.58,Español,Secundaria,3,Informal,5925.6900000000005,7044.98,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Costa,1
48,Hombre,5,1.01,Español,Ninguno,0,Informal,6060.4800000000005,6828.12,Urbana,Propia,Adobe,1,1,0,0,1,Costa,0
79,Hombre,5,2.52,Español,Primaria,15,Informal,8583.66,6561.51,Rural,Alquilada,Madera/Esteras,1,1,1,0,0,Costa,0
61,Hombre,8,0.59,Español,Secundaria,16,Formal,2799.42,2263.67,Urbana,Alquilada,Ladrillo/Cemento,0,0,0,0,0,Costa,0
72,Hombre,8,2.65,Español,Primaria,16,Formal,1630.98,1537.24,Urbana,Propia,Ladrillo/Cemento,1,0,0,0,1,Costa,0
52,Hombre,9,1.42,Español,Superior,11,Informal,12373.47,8729.61,Urbana,Propia,Adobe,1,1,1,0,1,Costa,0
35,Hombre,7,2.23,Español,Primaria,3,Informal,12173.07,12009.21,Rural,Propia,Adobe,0,0,1,0,0,Costa,1
43,Mujer,4,2.46,Español,Secundaria,12,Formal,10660.11,8015.71,Rural,Propia,Adobe,1,1,1,0,1,Costa,0
48,Hombre,8,1.84,Español,Secundaria,17,Informal,3862.8599999999997,3540.23,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
42,Hombre,1,1.31,Español,Secundaria,12,Informal,2001.3000000000002,1820.39,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
60,Hombre,3,2.71,Español,Secundaria,18,Formal,5679.39,5251.21,Rural,Propia,Adobe,1,0,0,1,1,Selva,1
78,Mujer,2,1.64,Español,Secundaria,8,Informal,22740.15,17815.87,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,0,Sierra,0
22,Hombre,5,1.85,Español,Primaria,11,Informal,912.6600000000001,1033.12,Rural,Propia,Madera/Esteras,1,1,1,1,1,Sierra,1
41,Mujer,9,0.52,Quechua,Primaria,10,Informal,17280.96,19836.55,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
43,Hombre,2,0.25,Español,Secundaria,19,Formal,7398.27,8597.49,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,0,Costa,0
67,Mujer,2,1.18,Español,Primaria,2,Informal,5179.5599999999995,4481.46,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
23,Mujer,9,0.58,Español,Secundaria,9,Informal,10021.44,7577.03,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
59,Hombre,6,0.16,Español,Superior,2,Informal,2581.41,2475.69,Urbana,Propia,Madera/Esteras,1,1,1,0,1,Costa,0
20,Hombre,9,1.12,Español,Ninguno,16,Informal,23927.1,27042.65,Urbana,Propia,Adobe,1,1,1,0,1,Selva,1
22,Mujer,1,0.45,Español,Secundaria,6,Desempleado,7475.400000000001,7256.91,Urbana,Propia,Adobe,1,1,1,0,1,Costa,1
69,Mujer,4,2.37,Español,Primaria,4,Informal,50448.33,55851.33,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,0
29,Mujer,9,2.4,Español,Secundaria,1,Informal,12193.289999999999,11831.16,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Selva,1
39,Mujer,5,0.74,Español,Superior,4,Formal,2183.3999999999996,1561.56,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,0,Costa,0
74,Hombre,7,2.91,Quechua,Superior,21,Informal,7998.48,8481.37,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Costa,0
79,Hombre,9,0.23,Español,Primaria,4,Formal,10142.64,7382.99,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
52,Mujer,4,2.61,Quechua,Superior,1,Informal,8405.91,8369.18,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,0
42,Mujer,2,2.1,Español,Secundaria,7,Formal,2068.29,2333.74,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
44,Hombre,2,0.05,Español,Secundaria,17,Informal,2453.52,2499.32,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
49,Mujer,1,2.13,Español,Secundaria,1,Informal,1740.1799999999998,1742.44,Urbana,Propia,Adobe,1,1,1,0,1,Sierra,1
31,Hombre,7,0.67,Español,Primaria,6,Informal,6284.76,5180.57,Urbana,Propia,Madera/Esteras,1,1,0,0,0,Sierra,0
30,Hombre,4,0.76,Español,Secundaria,19,Informal,3635.91,3225.13,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,0
76,Hombre,4,2.25,Español,Primaria,19,Informal,11414.369999999999,11169.04,Urbana,Propia,Adobe,0,1,1,0,1,Costa,0
74,Hombre,9,1.53,Español,Secundaria,16,Formal,2248.56,2687.51,Urbana,Alquilada,Adobe,0,0,1,0,0,Selva,1
76,Mujer,3,2.77,Quechua,Secundaria,13,Desempleado,5815.7699999999995,5069.74,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
31,Hombre,1,1.94,Español,Secundaria,19,Informal,12737.82,10018.63,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
71,Mujer,6,1.28,Español,Secundaria,0,Informal,4823.85,5089.89,Rural,Propia,Adobe,1,0,1,0,0,Costa,0
32,Hombre,8,1.37,Español,Primaria,3,Formal,12258.93,12162.29,Urbana,Alquilada,Madera/Esteras,1,0,1,0,1,Sierra,0
70,Mujer,3,1.23,Español,Primaria,1,Formal,12890.400000000001,12190.21,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,1,Costa,0
37,Hombre,8,1.19,Español,Superior,19,Formal,4607.04,3806.45,Urbana,Propia,Madera/Esteras,1,0,1,0,0,Selva,0
19,Mujer,6,2.56,Español,Primaria,17,Informal,17384.61,20340.55,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
46,Hombre,2,1.7,Español,Primaria,14,Informal,1689.1799999999998,1317.59,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,1
78,Hombre,4,2.28,Español,Superior,19,Formal,7343.16,5511.73,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,1,0,Sierra,0
36,Hombre,8,2.84,Quechua,Superior,3,Informal,10044.3,9648.22,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,1
59,Hombre,8,1.21,Español,Secundaria,16,Formal,2593.77,2547.59,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,1,1,Costa,0
58,Hombre,2,2.61,Aymara,Secundaria,2,Desempleado,2119.83,1590.75,Rural,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Selva,1
20,Hombre,4,0.96,Español,Superior,4,Informal,6996.93,6982.11,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Costa,0
39,Mujer,6,2.92,Español,Primaria,19,Informal,11768.01,13404.95,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
34,Mujer,3,2.69,Español,Secundaria,13,Formal,1791.27,1622.44,Rural,Propia,Madera/Esteras,1,1,1,0,1,Costa,0
38,Hombre,2,2.02,Español,Superior,18,Desempleado,2610.87,1888.28,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,1
56,Hombre,2,1.55,Español,Superior,4,Informal,4411.200000000001,4875.4,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,0
18,Hombre,5,0.96,Español,Secundaria,13,Informal,13902.72,10789.01,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Costa,0
65,Hombre,3,1.76,Español,Secundaria,21,Desempleado,5760.2699999999995,6787.46,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
53,Hombre,8,0.01,Español,Ninguno,7,Informal,1905.54,1826.82,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Selva,1
21,Hombre,7,2.5,Español,Primaria,4,Formal,6266.849999999999,6796.42,Rural,Propia,Adobe,1,1,1,1,1,Sierra,1
65,Hombre,2,1.36,Español,Primaria,19,Informal,6501.39,6409.36,Urbana,Propia,Adobe,1,1,0,0,1,Costa,0
41,Mujer,4,0.65,Español,Secundaria,2,Informal,17438.04,13725.0,Urbana,Propia,Adobe,0,0,1,0,1,Costa,0
35,Hombre,2,1.77,Español,Ninguno,11,Informal,11280.57,8367.02,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,0,Selva,1
38,Hombre,4,2.24,Español,Secundaria,7,Informal,39452.520000000004,38819.52,Urbana,Propia,Adobe,0,1,1,0,1,Selva,0
63,Hombre,3,1.33,Otra,Primaria,13,Informal,8888.28,6564.57,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,0
45,Hombre,8,0.35,Español,Primaria,19,Formal,2573.88,2706.3,Rural,Propia,Ladrillo/Cemento,1,0,0,0,1,Costa,0
49,Hombre,7,2.37,Español,Primaria,10,Informal,2273.46,1793.69,Urbana,Propia,Madera/Esteras,1,0,0,0,0,Sierra,1
38,Mujer,1,0.74,Español,Superior,9,Formal,7439.16,6700.72,Rural,Propia,Adobe,0,1,1,0,0,Costa,1
25,Hombre,3,1.68,Español,Superior,6,Informal,11621.49,12445.55,Urbana,Alquilada,Adobe,1,1,1,0,0,Costa,0
61,Hombre,8,1.75,Español,Secundaria,5,Informal,2928.12,2843.09,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
21,Hombre,7,2.29,Español,Primaria,12,Informal,4774.14,4658.97,Urbana,Propia,Adobe,1,1,1,0,1,Selva,0
56,Hombre,7,0.78,Español,Superior,10,Informal,11729.73,9012.79,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
25,Mujer,3,2.5,Español,Secundaria,0,Formal,2174.25,1952.0,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
29,Hombre,3,1.47,Español,Secundaria,15,Informal,5188.4400000000005,4144.74,Rural,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
75,Hombre,5,2.07,Español,Primaria,19,Informal,7570.83,8459.17,Urbana,Cedida,Ladrillo/Cemento,0,1,0,0,0,Costa,0
68,Hombre,5,1.3,Español,Secundaria,5,Informal,9765.24,8380.97,Urbana,Alquilada,Adobe,1,1,1,0,0,Sierra,1
38,Hombre,1,2.1,Español,Secundaria,19,Informal,990.51,968.44,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,1
33,Hombre,3,2.27,Quechua,Primaria,15,Informal,3648.2699999999995,3282.92,Urbana,Cedida,Ladrillo/Cemento,1,1,1,1,0,Costa,1
52,Hombre,3,1.79,Aymara,Secundaria,8,Informal,8174.3099999999995,9462.4,Urbana,Propia,Adobe,1,1,1,0,0,Costa,1
19,Mujer,5,0.66,Español,Superior,6,Informal,13441.11,13056.76,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
40,Mujer,8,1.45,Español,Primaria,1,Informal,3399.7799999999997,3839.57,Urbana,Alquilada,Adobe,0,0,1,0,0,Selva,0
54,Hombre,7,0.62,Español,Secundaria,2,Formal,3038.16,3515.05,Urbana,Propia,Adobe,1,1,0,0,0,Sierra,0
65,Hombre,7,2.44,Español,Superior,1,Formal,9957.900000000001,9569.23,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
72,Hombre,6,2.99,Aymara,Primaria,10,Formal,3914.79,3139.48,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
43,Hombre,2,1.56,Español,Primaria,6,Informal,10081.349999999999,7225.54,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
51,Hombre,6,2.91,Español,Primaria,11,Informal,912.36,1062.65,Rural,Cedida,Ladrillo/Cemento,0,1,0,0,0,Costa,1
57,Mujer,7,1.95,Español,Superior,16,Informal,38729.49,35738.82,Urbana,Propia,Madera/Esteras,0,1,1,1,0,Costa,0
33,Hombre,1,0.02,Español,Primaria,1,Informal,3537.4500000000003,4192.08,Urbana,Cedida,Ladrillo/Cemento,0,0,1,1,1,Costa,0
25,Hombre,8,0.89,Español,Superior,15,Formal,4895.43,3594.34,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
76,Hombre,1,2.62,Español,Primaria,2,Formal,3327.99,2423.08,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,1,Sierra,0
27,Mujer,7,0.22,Español,Ninguno,21,Informal,9472.32,8326.54,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,1,Sierra,0
49,Hombre,9,2.16,Español,Primaria,20,Informal,3965.2799999999997,2845.53,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,0
42,Hombre,2,2.41,Español,Secundaria,2,Informal,6368.13,4597.44,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,0
22,Hombre,2,1.71,Español,Primaria,13,Formal,3627.51,3122.77,Urbana,Cedida,Ladrillo/Cemento,0,1,1,0,0,Sierra,0
53,Mujer,1,2.24,Español,Primaria,21,Desempleado,4884.9,3738.97,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
54,Mujer,8,2.88,Español,Primaria,7,Informal,17691.449999999997,17970.81,Urbana,Cedida,Adobe,0,0,1,0,0,Costa,0
76,Hombre,7,2.67,Español,Ninguno,1,Formal,14262.39,10071.21,Urbana,Alquilada,Adobe,1,1,1,1,0,Costa,0
62,Mujer,3,0.6,Español,Superior,0,Formal,4677.6900000000005,4447.38,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Sierra,0
76,Hombre,3,2.93,Quechua,Superior,17,Desempleado,10277.97,8236.56,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
19,Hombre,9,1.96,Español,Superior,9,Informal,7713.150000000001,8434.38,Rural,Cedida,Ladrillo/Cemento,1,0,1,0,0,Costa,0
76,Hombre,5,0.27,Español,Superior,10,Desempleado,49171.47,58852.76,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
40,Mujer,5,1.27,Español,Secundaria,18,Formal,7280.73,5136.12,Rural,Propia,Adobe,1,0,1,0,1,Costa,0
79,Hombre,1,1.26,Español,Secundaria,11,Formal,4807.62,4040.47,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Costa,0
38,Hombre,2,0.2,Español,Ninguno,5,Informal,2379.12,2473.26,Urbana,Propia,Adobe,1,1,1,0,0,Costa,1
45,Mujer,6,0.47,Español,Secundaria,21,Informal,3547.38,2649.65,Urbana,Cedida,Madera/Esteras,1,0,1,1,0,Sierra,0
32,Hombre,6,0.65,Español,Secundaria,19,Informal,5967.299999999999,5297.4,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,0,Selva,1
71,Hombre,7,2.63,Español,Primaria,11,Desempleado,4213.7699999999995,4654.35,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,0
23,Hombre,6,1.1,Español,Secundaria,3,Informal,5485.4400000000005,5930.78,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,1
41,Hombre,6,1.19,Español,Secundaria,19,Informal,15294.599999999999,10938.82,Urbana,Propia,Adobe,1,1,1,0,1,Selva,0
30,Hombre,2,1.67,Español,Primaria,9,Informal,5966.97,4985.42,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
22,Mujer,9,1.97,Español,Secundaria,14,Informal,4616.82,5152.63,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,1
70,Hombre,6,0.11,Español,Secundaria,21,Formal,11645.7,8337.82,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
48,Mujer,5,2.52,Español,Primaria,0,Informal,10435.380000000001,11407.52,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Selva,0
32,Hombre,3,0.81,Español,Secundaria,2,Desempleado,3050.52,2371.65,Rural,Propia,Madera/Esteras,1,1,1,1,1,Costa,1
42,Mujer,6,2.02,Español,Primaria,6,Informal,2087.46,2362.71,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
38,Mujer,1,1.46,Español,Secundaria,12,Informal,10072.47,9107.08,Rural,Propia,Ladrillo/Cemento,1,1,1,1,1,Selva,0
43,Mujer,1,1.59,Español,Ninguno,5,Formal,1033.17,774.97,Rural,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,1
61,Mujer,5,0.48,Español,Primaria,12,Informal,6100.049999999999,5172.46,Rural,Propia,Ladrillo/Cemento,0,1,1,0,1,Costa,0
24,Hombre,1,2.72,Español,Primaria,15,Informal,3596.67,2869.74,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,0
70,Hombre,8,1.08,Español,Secundaria,18,Informal,10779.42,10489.46,Urbana,Alquilada,Adobe,0,1,1,0,1,Sierra,0
22,Hombre,3,2.28,Otra,Primaria,17,Informal,14542.02,13765.44,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
62,Mujer,9,1.2,Español,Ninguno,4,Informal,6695.789999999999,7599.3,Rural,Propia,Ladrillo/Cemento,0,1,1,1,0,Costa,1
18,Hombre,5,0.86,Español,Primaria,4,Desempleado,3299.2200000000003,2373.75,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Costa,0
21,Hombre,6,2.4,Español,Superior,8,Informal,6321.87,5976.14,Urbana,Alquilada,Madera/Esteras,1,1,1,1,1,Selva,0
53,Mujer,6,1.63,Español,Primaria,10,Informal,1231.44,1039.49,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,0
45,Mujer,3,2.93,Español,Secundaria,6,Formal,16006.41,15744.29,Urbana,Alquilada,Adobe,1,1,1,1,0,Costa,0
74,Hombre,1,2.04,Español,Primaria,16,Informal,2461.71,2475.06,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Sierra,0
47,Hombre,7,1.46,Español,Secundaria,12,Formal,3115.8599999999997,3351.92,Urbana,Propia,Ladrillo/Cemento,1,1,0,1,0,Selva,0
59,Hombre,3,0.85,Español,Primaria,17,Informal,4498.17,3743.33,Urbana,Propia,Madera/Esteras,1,1,1,1,1,Sierra,1
65,Hombre,9,2.2,Español,Superior,9,Informal,4407.9,4221.96,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
57,Hombre,8,2.84,Español,Superior,3,Informal,13717.23,14986.21,Rural,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,1
77,Hombre,4,2.8,Español,Superior,1,Informal,1628.6399999999999,1503.76,Rural,Propia,Ladrillo/Cemento,1,1,0,0,0,Sierra,0
32,Hombre,8,0.36,Español,Secundaria,4,Informal,2476.89,2802.79,Rural,Propia,Ladrillo/Cemento,0,0,1,0,1,Costa,0
61,Hombre,1,2.65,Español,Superior,8,Informal,14715.54,13225.83,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,0
71,Hombre,3,0.19,Español,Secundaria,19,Informal,3274.7699999999995,2605.58,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
54,Hombre,1,0.97,Español,Ninguno,4,Informal,5229.75,3825.69,Urbana,Alquilada,Madera/Esteras,1,1,1,0,0,Costa,0
