EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,AniosEstudioJefeHogar,TipoEmpleo,IngresoMensualHogar,GastoMensualHogar,AreaResidencia,TenenciaVivienda,MaterialParedes,AccesoAguaPotable,AccesoSaneamiento,AccesoElectricidad,Hacinamiento,PoseeActivos,Region,PobrezaMonetaria
74,Hombre,7,0.03,Español,Primaria,9,Formal,3650.13,3815.53,Urbana,Cedida,Adobe,1,0,1,0,1,Selva,0
31,Mujer,9,0.3,Español,Secundaria,21,Desempleado,1985.7599999999998,2125.37,Rural,Cedida,Ladrillo/Cemento,1,0,1,0,0,Selva,0
26,Mujer,8,2.08,Quechua,Primaria,2,Desempleado,3929.2799999999997,3414.14,Rural,Propia,Adobe,1,1,0,1,1,Costa,0
38,Hombre,9,0.1,Español,Secundaria,20,Formal,9093.09,7283.61,Urbana,Cedida,Ladrillo/Cemento,1,0,0,1,1,Costa,0
30,Hombre,5,0.85,Español,Primaria,9,Informal,1034.19,742.91,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Selva,1
72,Hombre,3,0.91,Español,Superior,0,Informal,16819.02,13861.25,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Costa,0
63,Mujer,5,0.52,Español,Secundaria,16,Informal,6252.0,5882.79,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,1
73,Hombre,6,2.14,Quechua,Ninguno,9,Informal,2945.61,3371.48,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,1
43,Mujer,1,2.85,Español,Primaria,13,Formal,5392.950000000001,5108.9,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
41,Hombre,3,2.19,Español,Superior,7,Formal,2315.94,2005.97,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,0
47,Mujer,9,0.32,Español,Secundaria,14,Informal,14487.119999999999,13719.32,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,0,Selva,0
61,Hombre,3,1.75,Quechua,Secundaria,19,Formal,3784.41,4131.99,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,0
48,Mujer,3,2.95,Español,Superior,6,Informal,8864.61,7062.11,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
41,Mujer,8,2.39,Español,Primaria,19,Desempleado,9712.92,10790.5,Urbana,Cedida,Adobe,1,1,1,0,1,Costa,0
75,Hombre,5,2.04,Español,Secundaria,21,Formal,11430.06,8592.14,Urbana,Propia,Adobe,1,0,1,0,1,Costa,0
64,Mujer,6,0.14,Español,Secundaria,21,Informal,5864.04,5519.4,Rural,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,1
51,Mujer,1,2.61,Español,Secundaria,5,Formal,1404.81,1003.84,Urbana,Propia,Ladrillo/Cemento,0,0,0,0,1,Costa,0
24,Hombre,9,1.88,Otra,Secundaria,0,Desempleado,5903.07,6792.33,Rural,Propia,Adobe,0,1,1,1,0,Selva,1
49,Hombre,9,1.2,Español,Primaria,18,Formal,14667.630000000001,16483.92,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,1
72,Hombre,8,2.31,Quechua,Secundaria,4,Informal,1532.5500000000002,1580.61,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
77,Mujer,4,0.32,Español,Superior,3,Informal,17261.88,18696.75,Urbana,Alquilada,Ladrillo/Cemento,1,0,0,0,0,Costa,0
43,Hombre,8,2.85,Español,Primaria,17,Informal,4463.01,4105.6,Urbana,Cedida,Adobe,0,1,1,0,0,Costa,1
52,Mujer,8,1.53,Español,Secundaria,5,Informal,4384.38,4951.76,Urbana,Propia,Adobe,1,1,1,1,1,Sierra,1
74,Hombre,8,1.38,Español,Secundaria,0,Formal,7507.5599999999995,7674.25,Urbana,Propia,Adobe,1,0,1,0,1,Costa,0
75,Hombre,5,0.41,Quechua,Primaria,9,Formal,4838.7300000000005,3917.42,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Costa,0
37,Hombre,3,1.56,Español,Secundaria,9,Informal,3037.41,2253.55,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Sierra,1
26,Hombre,1,2.9,Español,Primaria,3,Informal,5264.549999999999,5152.52,Urbana,Propia,Adobe,1,1,1,0,0,Costa,0
37,Hombre,1,2.96,Quechua,Ninguno,9,Formal,12060.900000000001,11538.89,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Costa,0
55,Hombre,7,0.73,Español,Superior,18,Informal,19069.53,19307.25,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Costa,0
69,Hombre,6,0.65,Español,Secundaria,20,Informal,5768.9400000000005,6620.72,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
68,Hombre,4,0.71,Español,Secundaria,6,Formal,3048.81,2275.47,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Sierra,0
20,Mujer,2,1.01,Español,Secundaria,9,Informal,17509.41,19935.97,Rural,Propia,Adobe,1,1,1,0,1,Sierra,0
43,Mujer,3,1.03,Español,Primaria,7,Formal,3404.13,2928.74,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
46,Hombre,4,0.46,Español,Secundaria,13,Formal,4774.049999999999,5664.81,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
19,Hombre,9,1.65,Español,Primaria,13,Desempleado,26573.43,23872.26,Rural,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,0
19,Hombre,8,0.09,Español,Primaria,17,Desempleado,3727.74,4204.84,Urbana,Propia,Ladrillo/Cemento,0,1,1,1,1,Sierra,1
70,Mujer,1,1.29,Español,Secundaria,11,Informal,8296.68,6653.89,Rural,Alquilada,Ladrillo/Cemento,1,1,0,0,0,Costa,1
72,Mujer,8,1.51,Español,Secundaria,6,Desempleado,13427.579999999998,10237.61,Rural,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
53,Hombre,9,1.78,Español,Primaria,4,Informal,12191.49,10346.61,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
64,Hombre,8,2.94,Español,Secundaria,13,Informal,2170.3500000000004,1542.77,Rural,Propia,Ladrillo/Cemento,1,1,1,1,0,Costa,0
68,Mujer,9,2.88,Español,Primaria,11,Informal,1646.22,1484.7,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Costa,1
22,Mujer,3,2.18,Español,Secundaria,15,Informal,14446.560000000001,11860.53,Urbana,Cedida,Ladrillo/Cemento,0,1,0,0,1,Sierra,1
53,Hombre,2,2.48,Español,Primaria,7,Formal,14876.849999999999,12911.32,Rural,Propia,Ladrillo/Cemento,0,1,1,0,1,Sierra,1
33,Hombre,9,0.81,Español,Primaria,4,Informal,4790.4,4132.05,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
31,Hombre,7,2.57,Español,Secundaria,3,Formal,3771.6000000000004,3383.15,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
26,Hombre,8,0.26,Español,Primaria,3,Desempleado,14009.01,14565.85,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
63,Hombre,6,2.98,Otra,Primaria,17,Desempleado,2875.08,2455.92,Rural,Propia,Madera/Esteras,1,0,1,0,1,Selva,1
50,Hombre,7,2.68,Español,Secundaria,20,Desempleado,10897.710000000001,12399.6,Urbana,Propia,Adobe,0,1,1,0,0,Costa,1
19,Hombre,5,2.91,Español,Superior,9,Informal,2606.04,2903.18,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,0,Sierra,0
29,Mujer,2,1.88,Quechua,Primaria,7,Informal,6102.6,7181.46,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
49,Hombre,7,2.59,Español,Secundaria,6,Informal,5094.66,3946.28,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Costa,0
55,Mujer,9,1.49,Español,Primaria,15,Formal,3690.87,3792.35,Urbana,Propia,Madera/Esteras,1,0,1,0,1,Costa,0
26,Hombre,9,2.03,Español,Superior,17,Informal,4129.65,4176.9,Rural,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,1
61,Hombre,1,2.46,Español,Superior,15,Desempleado,5482.71,4140.16,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,0
62,Mujer,3,1.41,Español,Superior,17,Informal,4908.4800000000005,5043.1,Urbana,Alquilada,Madera/Esteras,1,0,0,1,1,Selva,0
51,Mujer,7,1.65,Español,Secundaria,0,Formal,1839.72,1785.17,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,0,Costa,0
66,Mujer,5,2.96,Español,Secundaria,3,Formal,980.25,773.85,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,1
57,Hombre,7,0.52,Español,Secundaria,10,Formal,2367.81,2589.25,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Costa,0
27,Hombre,3,2.19,Quechua,Primaria,16,Formal,6946.92,5547.84,Urbana,Cedida,Ladrillo/Cemento,0,1,1,1,1,Costa,0
67,Mujer,3,2.45,Quechua,Primaria,2,Informal,6411.51,6367.93,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,1
39,Hombre,2,2.58,Español,Secundaria,21,Informal,12714.75,11546.14,Urbana,Propia,Adobe,1,1,1,0,1,Costa,0
23,Hombre,8,1.22,Español,Secundaria,13,Formal,5266.53,4810.86,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,0
33,Hombre,6,2.12,Español,Superior,0,Informal,11980.92,8892.89,Rural,Alquilada,Ladrillo/Cemento,0,1,1,0,0,Costa,0
26,Hombre,2,2.01,Español,Ninguno,0,Informal,1655.58,1715.95,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Selva,1
47,Hombre,9,0.28,Quechua,Superior,10,Informal,8787.869999999999,10005.63,Urbana,Propia,Madera/Esteras,1,0,1,1,1,Costa,0
53,Hombre,5,1.5,Español,Secundaria,3,Informal,3800.67,3975.29,Rural,Cedida,Adobe,0,1,1,1,1,Sierra,1
22,Hombre,5,2.35,Español,Secundaria,15,Formal,12256.53,12086.49,Urbana,Cedida,Ladrillo/Cemento,1,1,1,1,1,Selva,1
40,Hombre,1,2.86,Español,Primaria,16,Formal,11524.289999999999,8635.51,Rural,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Costa,1
45,Hombre,5,1.05,Quechua,Secundaria,20,Informal,3704.3999999999996,2879.6,Rural,Alquilada,Adobe,1,1,1,1,1,Selva,0
45,Hombre,3,2.88,Español,Secundaria,13,Informal,2444.61,2258.53,Rural,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,1
42,Hombre,3,2.6,Español,Superior,2,Informal,7283.73,7309.11,Rural,Propia,Adobe,1,1,1,0,1,Sierra,0
56,Mujer,9,2.63,Español,Superior,1,Informal,9648.75,7490.36,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
49,Hombre,2,0.93,Español,Secundaria,3,Formal,23296.68,25274.16,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
59,Hombre,5,0.56,Español,Superior,2,Formal,2682.27,1934.51,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,0
60,Hombre,1,1.07,Español,Ninguno,2,Informal,1078.71,971.41,Urbana,Propia,Adobe,1,1,1,0,1,Selva,1
24,Hombre,1,0.92,Español,Ninguno,19,Informal,1102.35,1181.44,Urbana,Alquilada,Madera/Esteras,1,0,1,0,0,Sierra,1
39,Mujer,9,2.28,Aymara,Secundaria,18,Informal,1499.6999999999998,1390.19,Urbana,Propia,Adobe,0,0,1,0,1,Costa,0
28,Mujer,8,2.5,Quechua,Primaria,2,Formal,7373.07,7167.88,Urbana,Alquilada,Madera/Esteras,1,1,1,0,1,Selva,0
49,Hombre,8,1.55,Español,Secundaria,20,Formal,6456.66,6522.45,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
51,Hombre,8,2.56,Español,Primaria,14,Informal,2066.25,1554.15,Urbana,Cedida,Ladrillo/Cemento,1,0,1,1,1,Costa,1
50,Mujer,3,1.81,Español,Superior,2,Informal,2553.33,2154.15,Urbana,Propia,Adobe,1,0,1,0,1,Costa,0
21,Mujer,5,0.69,Español,Superior,17,Formal,1303.6200000000001,1561.06,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,0,Costa,1
55,Hombre,7,1.45,Español,Secundaria,18,Informal,14800.53,16680.59,Rural,Propia,Adobe,1,1,1,1,0,Selva,1
56,Hombre,7,0.7,Español,Superior,1,Formal,15789.39,16261.1,Rural,Propia,Adobe,1,1,1,0,1,Selva,0
38,Mujer,3,2.34,Español,Secundaria,16,Desempleado,6546.36,6998.0,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
43,Hombre,8,0.13,Español,Superior,12,Informal,2869.95,2054.17,Rural,Propia,Ladrillo/Cemento,1,0,1,0,1,Sierra,1
72,Hombre,2,2.69,Quechua,Secundaria,2,Informal,1772.19,1749.06,Urbana,Propia,Adobe,1,0,1,1,1,Costa,1
71,Hombre,9,0.18,Español,Superior,15,Formal,1508.07,1504.48,Rural,Alquilada,Adobe,1,0,1,1,1,Costa,0
54,Hombre,9,1.51,Español,Secundaria,1,Formal,3595.62,4001.62,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Costa,0
29,Mujer,9,2.34,Español,Secundaria,5,Formal,6006.8099999999995,6656.66,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
40,Hombre,8,2.59,Español,Superior,2,Informal,4503.54,4390.19,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
55,Hombre,3,1.77,Aymara,Secundaria,9,Formal,2040.21,2140.15,Rural,Propia,Adobe,1,1,1,1,1,Costa,1
29,Hombre,7,2.04,Español,Ninguno,7,Informal,6218.01,6689.02,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,1
56,Hombre,2,1.42,Español,Primaria,9,Informal,2327.4900000000002,2287.81,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
66,Hombre,5,2.5,Español,Secundaria,10,Informal,12440.91,14675.53,Urbana,Alquilada,Adobe,1,1,1,1,1,Costa,0
26,Mujer,2,0.79,Español,Primaria,10,Informal,9746.61,11149.75,Rural,Alquilada,Ladrillo/Cemento,1,0,1,1,1,Selva,0
55,Hombre,8,1.44,Español,Superior,19,Informal,7559.07,6859.69,Rural,Propia,Adobe,1,1,0,0,1,Costa,0
59,Hombre,2,0.04,Quechua,Primaria,20,Desempleado,322.11,313.39,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
39,Hombre,4,1.89,Español,Ninguno,19,Formal,3924.54,3642.22,Urbana,Alquilada,Madera/Esteras,1,1,1,1,0,Costa,0
74,Mujer,5,2.76,Español,Ninguno,18,Formal,3039.66,3580.41,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Sierra,0
40,Mujer,9,1.55,Español,Superior,19,Informal,5484.96,6447.17,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,0,Costa,0
19,Hombre,5,1.41,Español,Primaria,0,Informal,5216.13,4409.24,Urbana,Propia,Adobe,0,1,1,1,1,Costa,0
70,Hombre,3,2.75,Español,Superior,5,Informal,18525.78,13644.16,Urbana,Alquilada,Madera/Esteras,1,1,0,1,0,Costa,1
18,Hombre,3,1.52,Español,Secundaria,7,Informal,15278.369999999999,12340.36,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Selva,0
78,Hombre,2,1.61,Español,Secundaria,10,Informal,3678.69,3167.28,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
31,Hombre,7,1.63,Quechua,Secundaria,13,Formal,12427.050000000001,14566.66,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Selva,0
60,Mujer,8,0.02,Español,Ninguno,5,Formal,3064.5,2869.67,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
38,Mujer,3,0.13,Español,Secundaria,3,Formal,12526.77,12073.13,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
68,Hombre,8,2.41,Español,Primaria,15,Formal,5898.0,6412.03,Urbana,Propia,Madera/Esteras,0,1,1,0,1,Selva,0
77,Hombre,9,2.72,Español,Primaria,2,Informal,3162.0299999999997,2359.57,Urbana,Alquilada,Ladrillo/Cemento,1,0,1,0,1,Costa,0
46,Mujer,2,0.38,Español,Superior,14,Informal,15466.77,14777.7,Urbana,Alquilada,Ladrillo/Cemento,1,0,0,0,0,Costa,0
52,Hombre,4,1.77,Quechua,Superior,20,Informal,2839.6499999999996,3391.37,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
47,Hombre,4,0.1,Español,Primaria,12,Informal,5210.61,5800.34,Urbana,Alquilada,Ladrillo/Cemento,0,1,1,0,1,Sierra,1
50,Hombre,6,0.42,Español,Superior,20,Informal,2507.61,2208.08,Urbana,Alquilada,Madera/Esteras,1,0,1,0,1,Selva,1
23,Hombre,4,0.9,Español,Ninguno,16,Informal,2326.71,1980.1,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,1
24,Hombre,8,0.3,Español,Primaria,15,Informal,5843.37,5892.08,Rural,Alquilada,Adobe,1,0,1,0,1,Costa,1
74,Hombre,9,2.08,Español,Primaria,18,Formal,9665.82,10137.71,Urbana,Propia,Adobe,0,0,1,0,0,Costa,1
56,Hombre,1,2.35,Quechua,Primaria,18,Informal,771.96,657.94,Rural,Cedida,Adobe,1,1,1,1,1,Costa,1
68,Hombre,4,2.8,Español,Primaria,2,Informal,30402.54,30263.55,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,0
44,Mujer,3,1.76,Español,Superior,3,Informal,1018.98,1204.38,Urbana,Cedida,Adobe,1,1,0,0,1,Costa,0
44,Hombre,8,2.86,Español,Primaria,17,Desempleado,7625.1900000000005,6181.0,Rural,Alquilada,Adobe,0,1,1,0,0,Costa,1
62,Hombre,6,2.78,Español,Secundaria,21,Informal,6798.66,7455.7,Rural,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
18,Hombre,5,0.53,Español,Secundaria,19,Informal,15088.380000000001,15908.9,Urbana,Propia,Ladrillo/Cemento,1,1,0,0,1,Costa,0
40,Hombre,3,2.89,Español,Secundaria,12,Formal,655.59,615.93,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,0,Selva,1
78,Hombre,5,0.03,Español,Superior,13,Formal,3304.32,3293.37,Urbana,Alquilada,Adobe,1,0,1,0,1,Selva,1
71,Hombre,3,1.45,Quechua,Primaria,15,Informal,7136.88,7401.04,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Selva,1
63,Hombre,9,1.42,Español,Secundaria,7,Informal,1291.0500000000002,1429.52,Urbana,Propia,Adobe,1,1,1,1,0,Costa,0
75,Hombre,7,2.19,Español,Secundaria,13,Informal,6878.219999999999,7631.16,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,0,Costa,1
31,Mujer,6,0.89,Español,Secundaria,2,Formal,11929.92,13648.94,Urbana,Propia,Madera/Esteras,1,0,0,1,1,Sierra,0
55,Hombre,3,1.62,Español,Secundaria,11,Informal,12121.89,13239.68,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,0,Selva,0
54,Mujer,3,0.32,Español,Primaria,2,Formal,2911.02,3145.08,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,1
49,Hombre,4,1.79,Español,Primaria,3,Informal,6080.04,5354.11,Rural,Alquilada,Ladrillo/Cemento,0,0,1,1,1,Costa,1
23,Hombre,1,1.89,Español,Superior,0,Informal,6653.789999999999,7014.6,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Selva,0
19,Hombre,2,0.06,Español,Ninguno,14,Informal,4536.51,4080.46,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,1
54,Hombre,3,1.01,Español,Secundaria,21,Informal,49270.229999999996,56137.6,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
23,Hombre,8,2.7,Español,Secundaria,2,Formal,2985.0299999999997,2240.37,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
20,Hombre,2,1.55,Español,Primaria,3,Formal,4510.049999999999,4104.0,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
38,Mujer,9,2.27,Español,Superior,17,Formal,7320.12,7232.94,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,0,Costa,0
70,Mujer,3,0.8,Español,Ninguno,21,Desempleado,1560.5700000000002,1420.85,Urbana,Alquilada,Adobe,1,0,1,0,1,Sierra,0
59,Hombre,3,1.99,Quechua,Primaria,10,Informal,11235.06,11577.42,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,0,Selva,0
33,Hombre,9,0.64,Español,Secundaria,8,Informal,4283.91,4030.72,Urbana,Propia,Adobe,1,0,1,0,0,Costa,0
48,Mujer,6,1.63,Español,Secundaria,16,Informal,930.3000000000001,709.37,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,1,Costa,1
38,Hombre,1,1.5,Español,Superior,11,Informal,13415.52,14252.14,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Selva,0
64,Mujer,2,2.93,Español,Superior,15,Informal,2767.95,2986.47,Urbana,Propia,Adobe,1,0,1,1,1,Selva,1
53,Hombre,2,1.13,Español,Secundaria,3,Informal,4868.1900000000005,4616.85,Rural,Propia,Adobe,0,1,0,0,0,Sierra,1
43,Mujer,4,0.12,Español,Secundaria,21,Informal,8262.57,6569.48,Urbana,Cedida,Ladrillo/Cemento,0,0,1,1,1,Costa,1
69,Mujer,2,2.85,Español,Primaria,2,Formal,7616.52,6597.15,Urbana,Alquilada,Ladrillo/Cemento,1,1,0,0,1,Selva,0
25,Mujer,2,2.08,Quechua,Primaria,20,Informal,4911.299999999999,5540.25,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
36,Hombre,2,2.78,Español,Ninguno,8,Informal,18374.37,13298.89,Urbana,Cedida,Adobe,0,1,1,0,0,Sierra,0
44,Mujer,6,1.13,Español,Secundaria,16,Informal,4924.049999999999,5042.02,Urbana,Propia,Adobe,1,0,1,0,0,Costa,0
25,Hombre,7,0.36,Español,Secundaria,11,Informal,16517.1,15971.17,Urbana,Propia,Ladrillo/Cemento,1,0,1,0,1,Costa,0
37,Hombre,1,1.99,Español,Secundaria,13,Desempleado,5284.86,5275.38,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,1
58,Hombre,2,1.17,Aymara,Secundaria,17,Formal,2130.48,2390.47,Urbana,Propia,Adobe,1,1,0,1,1,Costa,0
29,Hombre,4,0.52,Quechua,Ninguno,6,Informal,1860.84,1679.19,Urbana,Cedida,Ladrillo/Cemento,0,1,1,1,0,Sierra,1
62,Hombre,7,0.79,Español,Secundaria,8,Desempleado,8087.07,6436.55,Rural,Propia,Adobe,0,1,1,0,1,Sierra,1
26,Mujer,9,2.62,Español,Superior,10,Formal,5143.89,5754.01,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Sierra,0
55,Hombre,2,0.45,Español,Secundaria,6,Formal,6872.88,7581.26,Rural,Propia,Adobe,1,1,0,1,1,Selva,0
50,Mujer,6,2.11,Español,Secundaria,8,Informal,8478.45,6397.76,Rural,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
43,Mujer,9,1.02,Español,Superior,10,Formal,17913.420000000002,13855.92,Rural,Propia,Ladrillo/Cemento,0,1,1,1,1,Sierra,1
47,Mujer,9,2.09,Español,Secundaria,18,Formal,4841.43,4990.63,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,0,Costa,0
37,Hombre,6,2.19,Español,Superior,10,Desempleado,1892.0099999999998,1602.97,Urbana,Propia,Madera/Esteras,1,1,1,0,0,Selva,1
50,Hombre,5,1.7,Español,Secundaria,10,Formal,7841.460000000001,8583.34,Urbana,Alquilada,Madera/Esteras,0,1,1,0,1,Selva,0
57,Mujer,5,2.24,Español,Secundaria,9,Formal,7533.299999999999,7692.6,Urbana,Propia,Ladrillo/Cemento,0,1,1,0,1,Sierra,0
61,Hombre,3,0.78,Español,Secundaria,3,Informal,20198.61,20865.07,Urbana,Propia,Ladrillo/Cemento,0,0,1,1,0,Selva,1
51,Mujer,8,2.52,Aymara,Secundaria,11,Formal,11573.25,13185.1,Urbana,Cedida,Ladrillo/Cemento,0,0,1,0,1,Selva,1
57,Hombre,9,1.31,Español,Superior,5,Informal,1724.4299999999998,1498.83,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,1
71,Hombre,6,1.9,Español,Ninguno,15,Informal,6442.4400000000005,4621.08,Urbana,Cedida,Adobe,1,0,1,0,1,Costa,0
62,Hombre,7,0.79,Quechua,Secundaria,9,Informal,6598.049999999999,6166.32,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,1,Costa,0
76,Mujer,3,0.7,Quechua,Primaria,7,Formal,12751.11,14832.24,Urbana,Cedida,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
68,Hombre,9,2.81,Español,Superior,1,Informal,5873.49,4832.32,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Costa,0
43,Hombre,6,0.94,Español,Secundaria,15,Informal,12230.039999999999,10143.34,Urbana,Propia,Ladrillo/Cemento,0,0,1,0,0,Costa,0
77,Hombre,6,1.5,Español,Secundaria,15,Informal,6529.469999999999,7060.86,Urbana,Propia,Adobe,1,0,1,0,1,Sierra,1
74,Hombre,1,2.83,Español,Primaria,2,Informal,4015.6499999999996,4431.15,Rural,Alquilada,Adobe,1,1,1,1,0,Costa,1
52,Hombre,1,0.28,Otra,Primaria,15,Informal,1365.3000000000002,1631.38,Urbana,Alquilada,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
75,Mujer,7,2.48,Quechua,Secundaria,6,Informal,5509.049999999999,4819.4,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Sierra,0
58,Hombre,8,0.76,Español,Secundaria,17,Desempleado,1857.84,1463.86,Urbana,Cedida,Ladrillo/Cemento,1,0,1,0,0,Costa,0
59,Hombre,3,1.79,Español,Primaria,2,Informal,1218.09,1367.99,Rural,Propia,Ladrillo/Cemento,1,0,1,1,1,Costa,1
61,Hombre,9,1.35,Español,Primaria,20,Desempleado,3216.93,2285.58,Urbana,Propia,Adobe,1,0,0,0,0,Sierra,1
23,Hombre,6,2.29,Quechua,Superior,10,Informal,1690.47,1625.14,Urbana,Alquilada,Ladrillo/Cemento,0,0,1,0,1,Costa,1
52,Hombre,3,0.46,Quechua,Superior,9,Formal,3964.5,4417.63,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Sierra,0
38,Hombre,6,2.52,Español,Secundaria,20,Informal,5769.63,4203.29,Urbana,Propia,Adobe,0,1,1,0,1,Sierra,1
22,Hombre,9,2.41,Español,Superior,7,Informal,19177.11,20437.47,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,0,Costa,0
52,Hombre,2,1.33,Español,Primaria,10,Informal,6131.25,6174.7,Urbana,Propia,Ladrillo/Cemento,1,1,1,1,1,Sierra,0
51,Hombre,3,2.89,Español,Superior,10,Informal,6047.76,5825.38,Urbana,Propia,Ladrillo/Cemento,1,1,1,0,1,Costa,0
26,Hombre,7,0.19,Español,Primaria,8,Informal,16204.199999999999,19245.72,Urbana,Propia,Ladrillo/Cemento,1,0,1,1,1,Sierra,1
